87.00 ,296.00 ,673.00 ,159.00 ,59.00 ,280.00 ,109.00 ,225.00 ,0.18 ,329511700.00 
86.00 ,342.00 ,765.00 ,169.00 ,61.00 ,249.00 ,91.00 ,229.00 ,0.20 ,361685800.00 
82.00 ,344.00 ,779.00 ,170.00 ,53.00 ,210.00 ,89.00 ,209.00 ,0.21 ,382115800.00 
73.00 ,371.00 ,801.00 ,182.00 ,59.00 ,269.00 ,101.00 ,215.00 ,0.22 ,402628900.00 
77.00 ,385.00 ,718.00 ,192.00 ,62.00 ,320.00 ,97.00 ,197.00 ,0.23 ,424170300.00 
80.00 ,374.00 ,736.00 ,175.00 ,56.00 ,347.00 ,108.00 ,233.00 ,0.24 ,438901500.00 
84.00 ,347.00 ,622.00 ,165.00 ,57.00 ,361.00 ,123.00 ,251.00 ,0.25 ,460843000.00 
79.00 ,326.00 ,574.00 ,145.00 ,54.00 ,371.00 ,129.00 ,242.00 ,0.26 ,479784900.00 
82.00 ,295.00 ,503.00 ,124.00 ,55.00 ,362.00 ,272.00 ,270.00 ,0.27 ,500409300.00 
92.00 ,267.00 ,540.00 ,109.00 ,58.00 ,370.00 ,474.00 ,481.00 ,0.28 ,521671500.00 
92.00 ,259.00 ,445.00 ,109.00 ,62.00 ,375.00 ,632.00 ,614.00 ,0.29 ,538140100.00 
110.00 ,215.00 ,374.00 ,91.00 ,71.00 ,495.00 ,789.00 ,698.00 ,0.30 ,558749500.00 
159.00 ,394.00 ,376.00 ,94.00 ,73.00 ,507.00 ,850.00 ,853.00 ,0.31 ,579023200.00 
166.00 ,395.00 ,457.00 ,143.00 ,77.00 ,509.00 ,870.00 ,922.00 ,0.32 ,597419500.00 
174.00 ,407.00 ,420.00 ,148.00 ,83.00 ,603.00 ,807.00 ,881.00 ,0.33 ,617853200.00 
198.00 ,537.00 ,587.00 ,218.00 ,97.00 ,676.00 ,840.00 ,869.00 ,0.34 ,637328100.00 
210.00 ,585.00 ,601.00 ,233.00 ,94.00 ,645.00 ,862.00 ,870.00 ,0.35 ,657042900.00 
184.00 ,486.00 ,604.00 ,236.00 ,101.00 ,769.00 ,888.00 ,839.00 ,0.36 ,677114700.00 
180.00 ,496.00 ,577.00 ,218.00 ,101.00 ,861.00 ,917.00 ,778.00 ,0.37 ,697225000.00 
176.00 ,504.00 ,628.00 ,226.00 ,93.00 ,842.00 ,936.00 ,879.00 ,0.38 ,717562000.00 
152.00 ,415.00 ,482.00 ,166.00 ,81.00 ,796.00 ,938.00 ,870.00 ,0.39 ,737440300.00 
127.00 ,355.00 ,473.00 ,142.00 ,81.00 ,886.00 ,855.00 ,814.00 ,0.40 ,758171700.00 
122.00 ,371.00 ,467.00 ,139.00 ,71.00 ,784.00 ,868.00 ,733.00 ,0.41 ,778516800.00 
122.00 ,374.00 ,525.00 ,149.00 ,64.00 ,684.00 ,820.00 ,728.00 ,0.42 ,799067700.00 
113.00 ,373.00 ,614.00 ,161.00 ,66.00 ,616.00 ,801.00 ,592.00 ,0.43 ,819270500.00 
118.00 ,322.00 ,639.00 ,177.00 ,66.00 ,652.00 ,817.00 ,552.00 ,0.44 ,837006900.00 
141.00 ,311.00 ,654.00 ,177.00 ,68.00 ,644.00 ,866.00 ,571.00 ,0.45 ,859428300.00 
145.00 ,290.00 ,640.00 ,175.00 ,74.00 ,695.00 ,837.00 ,577.00 ,0.46 ,876950500.00 
144.00 ,331.00 ,627.00 ,162.00 ,76.00 ,688.00 ,868.00 ,569.00 ,0.47 ,898550800.00 
150.00 ,331.00 ,508.00 ,146.00 ,85.00 ,735.00 ,875.00 ,568.00 ,0.48 ,918815300.00 
153.00 ,336.00 ,502.00 ,118.00 ,83.00 ,697.00 ,905.00 ,596.00 ,0.49 ,939012900.00 
138.00 ,383.00 ,495.00 ,124.00 ,87.00 ,762.00 ,834.00 ,615.00 ,0.50 ,959038000.00 
136.00 ,400.00 ,488.00 ,126.00 ,89.00 ,752.00 ,897.00 ,650.00 ,0.51 ,979405500.00 
154.00 ,357.00 ,456.00 ,120.00 ,89.00 ,753.00 ,876.00 ,703.00 ,0.52 ,998433600.00 
153.00 ,366.00 ,535.00 ,124.00 ,87.00 ,698.00 ,882.00 ,698.00 ,0.53 ,1018940400.00 
154.00 ,410.00 ,537.00 ,126.00 ,87.00 ,811.00 ,749.00 ,683.00 ,0.54 ,1039379500.00 
154.00 ,398.00 ,528.00 ,120.00 ,93.00 ,821.00 ,833.00 ,734.00 ,0.55 ,1059328700.00 
172.00 ,390.00 ,588.00 ,119.00 ,104.00 ,867.00 ,797.00 ,723.00 ,0.56 ,1077184400.00 
172.00 ,459.00 ,549.00 ,120.00 ,109.00 ,908.00 ,920.00 ,722.00 ,0.57 ,1097263700.00 
163.00 ,485.00 ,537.00 ,120.00 ,104.00 ,944.00 ,923.00 ,714.00 ,0.58 ,1117152700.00 
154.00 ,439.00 ,512.00 ,121.00 ,105.00 ,908.00 ,915.00 ,696.00 ,0.59 ,1137143400.00 
145.00 ,461.00 ,543.00 ,129.00 ,98.00 ,858.00 ,853.00 ,693.00 ,0.60 ,1159370600.00 
137.00 ,495.00 ,565.00 ,131.00 ,93.00 ,964.00 ,816.00 ,703.00 ,0.61 ,1178737900.00 
163.00 ,560.00 ,641.00 ,130.00 ,86.00 ,947.00 ,734.00 ,797.00 ,0.62 ,1198133300.00 
202.00 ,579.00 ,656.00 ,113.00 ,88.00 ,976.00 ,737.00 ,837.00 ,0.63 ,1218453600.00 
201.00 ,699.00 ,745.00 ,123.00 ,90.00 ,957.00 ,799.00 ,882.00 ,0.64 ,1238058100.00 
203.00 ,691.00 ,715.00 ,115.00 ,83.00 ,835.00 ,845.00 ,824.00 ,0.65 ,1262385500.00 
214.00 ,665.00 ,647.00 ,111.00 ,76.00 ,647.00 ,821.00 ,826.00 ,0.66 ,1280302400.00 
181.00 ,585.00 ,694.00 ,126.00 ,77.00 ,673.00 ,810.00 ,711.00 ,0.67 ,1301109800.00 
156.00 ,628.00 ,645.00 ,126.00 ,73.00 ,614.00 ,803.00 ,773.00 ,0.68 ,1320347300.00 
168.00 ,536.00 ,523.00 ,110.00 ,76.00 ,712.00 ,755.00 ,771.00 ,0.69 ,1338599900.00 
166.00 ,548.00 ,566.00 ,110.00 ,74.00 ,829.00 ,751.00 ,824.00 ,0.70 ,1359280200.00 
159.00 ,552.00 ,570.00 ,113.00 ,75.00 ,838.00 ,811.00 ,808.00 ,0.71 ,1379749100.00 
161.00 ,580.00 ,402.00 ,94.00 ,77.00 ,860.00 ,771.00 ,875.00 ,0.72 ,1397801600.00 
185.00 ,475.00 ,449.00 ,93.00 ,89.00 ,895.00 ,807.00 ,915.00 ,0.73 ,1418586000.00 
185.00 ,435.00 ,459.00 ,92.00 ,89.00 ,904.00 ,886.00 ,937.00 ,0.74 ,1439403500.00 
203.00 ,409.00 ,459.00 ,100.00 ,100.00 ,892.00 ,864.00 ,966.00 ,0.75 ,1457490500.00 
